device_id,temperature,humidity,aqi,timestamp
ESP32_NODE_01,27.95,55.08,60,2026-05-29 20:20:00
ESP32_NODE_01,28.49,54.32,55,2026-05-29 20:30:00
ESP32_NODE_01,27.66,56.44,56,2026-05-29 20:40:00
ESP32_NODE_01,27.45,58.13,61,2026-05-29 20:50:00
ESP32_NODE_01,27.42,59.23,60,2026-05-29 21:00:00
ESP32_NODE_01,26.97,57.95,56,2026-05-29 21:10:00
ESP32_NODE_01,26.63,59.18,62,2026-05-29 21:20:00
ESP32_NODE_01,26.58,57.65,60,2026-05-29 21:30:00
ESP32_NODE_01,26.46,57.24,63,2026-05-29 21:40:00
ESP32_NODE_01,25.49,57.69,57,2026-05-29 21:50:00
ESP32_NODE_01,25.16,57.41,58,2026-05-29 22:00:00
ESP32_NODE_01,25.47,57.87,59,2026-05-29 22:10:00
ESP32_NODE_01,24.69,60.25,58,2026-05-29 22:20:00
ESP32_NODE_01,24.65,61.62,60,2026-05-29 22:30:00
ESP32_NODE_01,24.37,62.78,62,2026-05-29 22:40:00
ESP32_NODE_01,24.95,62.76,64,2026-05-29 22:50:00
ESP32_NODE_01,24.37,60.59,67,2026-05-29 23:00:00
ESP32_NODE_01,24.26,61.76,68,2026-05-29 23:10:00
ESP32_NODE_01,23.81,60.38,67,2026-05-29 23:20:00
ESP32_NODE_01,23.91,59.1,61,2026-05-29 23:30:00
ESP32_NODE_01,23.83,57.88,104,2026-05-29 23:40:00
ESP32_NODE_01,22.74,58.53,144,2026-05-29 23:50:00
ESP32_NODE_01,23.33,59.92,178,2026-05-30 00:00:00
ESP32_NODE_01,22.8,62.25,194,2026-05-30 00:10:00
ESP32_NODE_01,23.1,62.04,210,2026-05-30 00:20:00
ESP32_NODE_01,22.6,63.55,229,2026-05-30 00:30:00
ESP32_NODE_01,21.95,63.38,185,2026-05-30 00:40:00
ESP32_NODE_01,21.85,65.08,156,2026-05-30 00:50:00
ESP32_NODE_01,22.2,65.47,132,2026-05-30 01:00:00
ESP32_NODE_01,21.9,66.82,112,2026-05-30 01:10:00
ESP32_NODE_01,21.8,66.42,98,2026-05-30 01:20:00
ESP32_NODE_01,21.42,67.04,84,2026-05-30 01:30:00
ESP32_NODE_01,22.06,64.71,79,2026-05-30 01:40:00
ESP32_NODE_01,21.73,63.31,72,2026-05-30 01:50:00
ESP32_NODE_01,21.43,62.39,72,2026-05-30 02:00:00
ESP32_NODE_01,20.98,60.78,66,2026-05-30 02:10:00
ESP32_NODE_01,20.93,59.61,64,2026-05-30 02:20:00
ESP32_NODE_01,21.42,58.71,68,2026-05-30 02:30:00
ESP32_NODE_01,20.77,60.08,66,2026-05-30 02:40:00
ESP32_NODE_01,21.34,61.59,62,2026-05-30 02:50:00
ESP32_NODE_01,20.63,63.01,59,2026-05-30 03:00:00
ESP32_NODE_01,21.45,64.45,63,2026-05-30 03:10:00
ESP32_NODE_01,21.08,65.66,58,2026-05-30 03:20:00
ESP32_NODE_01,21.61,66.43,61,2026-05-30 03:30:00
ESP32_NODE_01,21.7,65.08,59,2026-05-30 03:40:00
ESP32_NODE_01,21.42,66.52,59,2026-05-30 03:50:00
ESP32_NODE_01,21.53,66.12,55,2026-05-30 04:00:00
ESP32_NODE_01,21.44,64.78,55,2026-05-30 04:10:00
ESP32_NODE_01,21.8,65.1,51,2026-05-30 04:20:00
ESP32_NODE_01,21.42,64.0,50,2026-05-30 04:30:00
ESP32_NODE_01,21.86,64.39,52,2026-05-30 04:40:00
ESP32_NODE_01,21.63,63.8,59,2026-05-30 04:50:00
ESP32_NODE_01,21.94,65.4,100,2026-05-30 05:00:00
ESP32_NODE_01,22.65,64.14,140,2026-05-30 05:10:00
ESP32_NODE_01,22.43,64.66,149,2026-05-30 05:20:00
ESP32_NODE_01,22.17,63.98,178,2026-05-30 05:30:00
ESP32_NODE_01,22.81,62.95,187,2026-05-30 05:40:00
ESP32_NODE_01,22.49,63.33,189,2026-05-30 05:50:00
ESP32_NODE_01,22.5,64.18,207,2026-05-30 06:00:00
ESP32_NODE_01,23.17,63.72,172,2026-05-30 06:10:00
ESP32_NODE_01,22.97,62.45,148,2026-05-30 06:20:00
ESP32_NODE_01,23.01,62.17,122,2026-05-30 06:30:00
ESP32_NODE_01,23.8,60.3,106,2026-05-30 06:40:00
ESP32_NODE_01,24.03,59.03,95,2026-05-30 06:50:00
ESP32_NODE_01,23.7,58.21,82,2026-05-30 07:00:00
ESP32_NODE_01,24.41,59.84,77,2026-05-30 07:10:00
ESP32_NODE_01,24.58,58.21,76,2026-05-30 07:20:00
ESP32_NODE_01,25.14,58.1,74,2026-05-30 07:30:00
ESP32_NODE_01,25.21,56.61,66,2026-05-30 07:40:00
ESP32_NODE_01,25.96,58.8,69,2026-05-30 07:50:00
ESP32_NODE_01,25.05,58.67,69,2026-05-30 08:00:00
ESP32_NODE_01,26.44,59.34,72,2026-05-30 08:10:00
ESP32_NODE_01,25.98,60.86,68,2026-05-30 08:20:00
ESP32_NODE_01,26.6,61.24,67,2026-05-30 08:30:00
ESP32_NODE_01,26.46,59.66,66,2026-05-30 08:40:00
ESP32_NODE_01,27.18,58.4,128,2026-05-30 08:50:00
ESP32_NODE_01,27.43,58.1,152,2026-05-30 09:00:00
ESP32_NODE_01,27.38,56.78,169,2026-05-30 09:10:00
ESP32_NODE_01,28.01,55.09,196,2026-05-30 09:20:00
ESP32_NODE_01,28.48,57.03,158,2026-05-30 09:30:00
ESP32_NODE_01,28.32,56.92,137,2026-05-30 09:40:00
ESP32_NODE_01,,55.24,118,2026-05-30 09:50:00
ESP32_NODE_01,29.03,56.63,109,2026-05-30 10:00:00
ESP32_NODE_01,28.66,58.43,97,2026-05-30 10:10:00
ESP32_NODE_01,29.55,59.45,92,2026-05-30 10:20:00
ESP32_NODE_01,30.05,59.07,82,2026-05-30 10:30:00
ESP32_NODE_01,29.78,59.06,73,2026-05-30 10:40:00
ESP32_NODE_01,30.16,58.87,68,2026-05-30 10:50:00
ESP32_NODE_01,30.34,57.98,68,2026-05-30 11:00:00
ESP32_NODE_01,30.29,56.91,66,2026-05-30 11:10:00
ESP32_NODE_01,30.3,55.7,61,2026-05-30 11:20:00
ESP32_NODE_01,30.78,53.94,60,2026-05-30 11:30:00
ESP32_NODE_01,31.07,53.73,58,2026-05-30 11:40:00
ESP32_NODE_01,30.72,53.85,59,2026-05-30 11:50:00
ESP32_NODE_01,31.81,52.22,60,2026-05-30 12:00:00
ESP32_NODE_01,31.05,51.01,61,2026-05-30 12:10:00
ESP32_NODE_01,31.98,50.45,65,2026-05-30 12:20:00
ESP32_NODE_01,31.7,52.77,61,2026-05-30 12:30:00
ESP32_NODE_01,32.38,54.02,65,2026-05-30 12:40:00
ESP32_NODE_01,32.47,54.9,61,2026-05-30 12:50:00
ESP32_NODE_01,32.16,53.99,62,2026-05-30 13:00:00
ESP32_NODE_01,32.27,53.52,61,2026-05-30 13:10:00
ESP32_NODE_01,32.98,54.49,59,2026-05-30 13:20:00
ESP32_NODE_01,32.37,53.74,63,2026-05-30 13:30:00
ESP32_NODE_01,33.11,51.83,63,2026-05-30 13:40:00
ESP32_NODE_01,33.17,51.32,60,2026-05-30 13:50:00
ESP32_NODE_01,33.06,50.69,64,2026-05-30 14:00:00
ESP32_NODE_01,32.84,52.26,65,2026-05-30 14:10:00
ESP32_NODE_01,33.38,52.32,63,2026-05-30 14:20:00
ESP32_NODE_01,32.7,52.8,66,2026-05-30 14:30:00
ESP32_NODE_01,33.75,54.71,68,2026-05-30 14:40:00
ESP32_NODE_01,32.66,55.92,61,2026-05-30 14:50:00
ESP32_NODE_01,32.75,56.19,57,2026-05-30 15:00:00
ESP32_NODE_01,32.84,55.7,59,2026-05-30 15:10:00
ESP32_NODE_01,33.68,57.01,55,2026-05-30 15:20:00
ESP32_NODE_01,33.17,56.19,100,2026-05-30 15:30:00
ESP32_NODE_01,32.51,57.17,147,2026-05-30 15:40:00
ESP32_NODE_01,33.53,55.06,155,2026-05-30 15:50:00
ESP32_NODE_01,32.61,55.05,187,2026-05-30 16:00:00
ESP32_NODE_01,32.78,54.41,200,2026-05-30 16:10:00
ESP32_NODE_01,33.41,53.21,223,2026-05-30 16:20:00
ESP32_NODE_01,32.91,54.77,235,2026-05-30 16:30:00
ESP32_NODE_01,32.48,54.93,218,2026-05-30 16:40:00
ESP32_NODE_01,32.11,54.89,227,2026-05-30 16:50:00
ESP32_NODE_01,32.46,56.26,185,2026-05-30 17:00:00
ESP32_NODE_01,31.7,54.92,158,2026-05-30 17:10:00
ESP32_NODE_01,32.07,53.08,138,2026-05-30 17:20:00
ESP32_NODE_01,32.43,53.54,122,2026-05-30 17:30:00
ESP32_NODE_01,31.56,55.63,109,2026-05-30 17:40:00
ESP32_NODE_01,31.87,55.11,94,2026-05-30 17:50:00
ESP32_NODE_01,31.12,56.51,89,2026-05-30 18:00:00
ESP32_NODE_01,31.04,57.39,87,2026-05-30 18:10:00
ESP32_NODE_01,31.31,57.09,76,2026-05-30 18:20:00
ESP32_NODE_01,30.77,58.25,74,2026-05-30 18:30:00
ESP32_NODE_01,31.18,57.42,66,2026-05-30 18:40:00
ESP32_NODE_01,30.14,59.22,63,2026-05-30 18:50:00
ESP32_NODE_01,30.72,58.44,64,2026-05-30 19:00:00
ESP32_NODE_01,29.46,58.67,65,2026-05-30 19:10:00
ESP32_NODE_01,29.22,57.04,65,2026-05-30 19:20:00
ESP32_NODE_01,29.77,56.24,59,2026-05-30 19:30:00
ESP32_NODE_01,29.01,55.82,56,2026-05-30 19:40:00
ESP32_NODE_01,28.62,55.87,56,2026-05-30 19:50:00
ESP32_NODE_01,28.18,55.58,58,2026-05-30 20:00:00
ESP32_NODE_01,28.28,55.45,57,2026-05-30 20:10:00
ESP32_NODE_01,27.74,57.47,63,2026-05-30 20:20:00
ESP32_NODE_01,28.06,56.22,58,2026-05-30 20:30:00
ESP32_NODE_01,27.48,56.52,58,2026-05-30 20:40:00
ESP32_NODE_01,27.36,56.76,56,2026-05-30 20:50:00
ESP32_NODE_01,26.89,57.58,54,2026-05-30 21:00:00
ESP32_NODE_01,26.46,57.04,54,2026-05-30 21:10:00
ESP32_NODE_01,26.82,58.55,54,2026-05-30 21:20:00
ESP32_NODE_01,26.79,60.05,52,2026-05-30 21:30:00
ESP32_NODE_01,25.94,61.78,52,2026-05-30 21:40:00
ESP32_NODE_01,26.45,63.27,56,2026-05-30 21:50:00
ESP32_NODE_01,25.63,63.07,56,2026-05-30 22:00:00
ESP32_NODE_01,25.77,62.15,57,2026-05-30 22:10:00
ESP32_NODE_01,25.26,62.04,59,2026-05-30 22:20:00
ESP32_NODE_01,25.44,61.58,58,2026-05-30 22:30:00
ESP32_NODE_01,24.41,62.25,62,2026-05-30 22:40:00
ESP32_NODE_01,24.32,62.05,59,2026-05-30 22:50:00
ESP32_NODE_01,24.39,62.74,55,2026-05-30 23:00:00
ESP32_NODE_01,24.56,62.36,56,2026-05-30 23:10:00
ESP32_NODE_01,24.26,62.92,60,2026-05-30 23:20:00
ESP32_NODE_01,23.38,64.32,61,2026-05-30 23:30:00
ESP32_NODE_01,22.84,65.06,60,2026-05-30 23:40:00
ESP32_NODE_01,23.32,62.74,61,2026-05-30 23:50:00
ESP32_NODE_01,22.84,63.66,60,2026-05-31 00:00:00
ESP32_NODE_01,22.19,62.54,60,2026-05-31 00:10:00
ESP32_NODE_01,22.7,62.8,59,2026-05-31 00:20:00
ESP32_NODE_01,22.77,63.06,58,2026-05-31 00:30:00
ESP32_NODE_01,21.72,61.47,63,2026-05-31 00:40:00
ESP32_NODE_01,21.68,63.47,60,2026-05-31 00:50:00
ESP32_NODE_01,21.95,62.21,60,2026-05-31 01:00:00
ESP32_NODE_01,21.81,63.11,58,2026-05-31 01:10:00
ESP32_NODE_01,22.14,61.5,60,2026-05-31 01:20:00
ESP32_NODE_01,21.87,60.37,57,2026-05-31 01:30:00
ESP32_NODE_01,21.17,59.48,63,2026-05-31 01:40:00
ESP32_NODE_01,21.16,59.7,63,2026-05-31 01:50:00
ESP32_NODE_01,21.33,58.36,60,2026-05-31 02:00:00
ESP32_NODE_01,21.46,58.64,57,2026-05-31 02:10:00
ESP32_NODE_01,21.6,60.55,54,2026-05-31 02:20:00
ESP32_NODE_01,21.7,59.67,55,2026-05-31 02:30:00
ESP32_NODE_01,20.94,61.72,57,2026-05-31 02:40:00
ESP32_NODE_01,21.33,62.41,57,2026-05-31 02:50:00
ESP32_NODE_01,21.62,62.98,59,2026-05-31 03:00:00
ESP32_NODE_01,20.97,63.54,56,2026-05-31 03:10:00
ESP32_NODE_01,20.77,62.79,59,2026-05-31 03:20:00
ESP32_NODE_01,21.27,62.56,58,2026-05-31 03:30:00
ESP32_NODE_01,20.92,63.26,60,2026-05-31 03:40:00
ESP32_NODE_01,21.95,63.42,56,2026-05-31 03:50:00
ESP32_NODE_01,21.19,63.23,56,2026-05-31 04:00:00
ESP32_NODE_01,20.9,61.84,62,2026-05-31 04:10:00
ESP32_NODE_01,21.58,62.02,60,2026-05-31 04:20:00
ESP32_NODE_01,22.07,62.08,56,2026-05-31 04:30:00
ESP32_NODE_01,22.09,61.35,57,2026-05-31 04:40:00
ESP32_NODE_01,21.49,61.45,60,2026-05-31 04:50:00
ESP32_NODE_01,22.07,60.1,63,2026-05-31 05:00:00
ESP32_NODE_01,22.54,59.91,58,2026-05-31 05:10:00
ESP32_NODE_01,22.56,60.46,54,2026-05-31 05:20:00
ESP32_NODE_01,22.85,61.71,61,2026-05-31 05:30:00
ESP32_NODE_01,22.56,61.2,60,2026-05-31 05:40:00
ESP32_NODE_01,23.38,62.38,63,2026-05-31 05:50:00
ESP32_NODE_01,23.08,61.72,64,2026-05-31 06:00:00
ESP32_NODE_01,22.76,60.34,60,2026-05-31 06:10:00
ESP32_NODE_01,22.83,60.02,60,2026-05-31 06:20:00
ESP32_NODE_01,23.35,61.09,58,2026-05-31 06:30:00
ESP32_NODE_01,24.2,63.02,54,2026-05-31 06:40:00
ESP32_NODE_01,24.55,63.83,61,2026-05-31 06:50:00
ESP32_NODE_01,24.66,61.86,58,2026-05-31 07:00:00
ESP32_NODE_01,24.7,62.99,60,2026-05-31 07:10:00
ESP32_NODE_01,24.67,62.95,59,2026-05-31 07:20:00
ESP32_NODE_01,24.86,63.12,55,2026-05-31 07:30:00
ESP32_NODE_01,25.18,61.8,55,2026-05-31 07:40:00
ESP32_NODE_01,25.95,60.79,112,2026-05-31 07:50:00
ESP32_NODE_01,26.23,61.12,157,2026-05-31 08:00:00
ESP32_NODE_01,26.27,60.45,200,2026-05-31 08:10:00
ESP32_NODE_01,26.17,59.6,205,2026-05-31 08:20:00
ESP32_NODE_01,25.99,61.01,230,2026-05-31 08:30:00
ESP32_NODE_01,27.01,58.86,243,2026-05-31 08:40:00
ESP32_NODE_01,26.38,60.64,232,2026-05-31 08:50:00
ESP32_NODE_01,27.81,59.98,258,2026-05-31 09:00:00
ESP32_NODE_01,27.94,58.9,273,2026-05-31 09:10:00
ESP32_NODE_01,27.25,58.29,254,2026-05-31 09:20:00
ESP32_NODE_01,28.18,56.44,208,2026-05-31 09:30:00
ESP32_NODE_01,28.57,56.32,167,2026-05-31 09:40:00
ESP32_NODE_01,28.18,54.86,140,2026-05-31 09:50:00
ESP32_NODE_01,28.71,53.28,117,2026-05-31 10:00:00
ESP32_NODE_01,29.46,54.59,100,2026-05-31 10:10:00
ESP32_NODE_01,28.78,56.23,88,2026-05-31 10:20:00
ESP32_NODE_01,29.28,55.87,85,2026-05-31 10:30:00
ESP32_NODE_01,29.93,56.67,79,2026-05-31 10:40:00
ESP32_NODE_01,30.13,55.27,72,2026-05-31 10:50:00
ESP32_NODE_01,30.52,57.06,68,2026-05-31 11:00:00
ESP32_NODE_01,30.11,58.53,62,2026-05-31 11:10:00
ESP32_NODE_01,30.94,57.5,65,2026-05-31 11:20:00
ESP32_NODE_01,30.57,57.85,65,2026-05-31 11:30:00
ESP32_NODE_01,,56.61,59,2026-05-31 11:40:00
ESP32_NODE_01,31.69,57.88,60,2026-05-31 11:50:00
ESP32_NODE_01,31.09,57.09,63,2026-05-31 12:00:00
ESP32_NODE_01,32.0,55.71,60,2026-05-31 12:10:00
ESP32_NODE_01,31.99,53.86,55,2026-05-31 12:20:00
ESP32_NODE_01,31.82,53.28,59,2026-05-31 12:30:00
ESP32_NODE_01,32.05,53.69,59,2026-05-31 12:40:00
ESP32_NODE_01,32.87,52.05,55,2026-05-31 12:50:00
ESP32_NODE_01,32.08,54.14,55,2026-05-31 13:00:00
ESP32_NODE_01,32.29,55.05,55,2026-05-31 13:10:00
ESP32_NODE_01,32.55,55.51,53,2026-05-31 13:20:00
ESP32_NODE_01,32.27,53.69,60,2026-05-31 13:30:00
ESP32_NODE_01,32.45,53.11,62,2026-05-31 13:40:00
ESP32_NODE_01,33.13,53.8,61,2026-05-31 13:50:00
ESP32_NODE_01,33.57,52.72,65,2026-05-31 14:00:00
ESP32_NODE_01,32.63,53.4,65,2026-05-31 14:10:00
ESP32_NODE_01,33.33,52.15,115,2026-05-31 14:20:00
ESP32_NODE_01,33.72,52.44,161,2026-05-31 14:30:00
ESP32_NODE_01,32.81,51.2,191,2026-05-31 14:40:00
ESP32_NODE_01,33.69,52.62,192,2026-05-31 14:50:00
ESP32_NODE_01,32.96,51.09,215,2026-05-31 15:00:00
ESP32_NODE_01,32.72,51.38,176,2026-05-31 15:10:00
ESP32_NODE_01,33.29,51.21,143,2026-05-31 15:20:00
ESP32_NODE_01,33.27,52.49,122,2026-05-31 15:30:00
ESP32_NODE_01,32.59,54.22,107,2026-05-31 15:40:00
ESP32_NODE_01,32.95,52.79,98,2026-05-31 15:50:00
ESP32_NODE_01,33.09,54.62,88,2026-05-31 16:00:00
ESP32_NODE_01,32.74,54.22,79,2026-05-31 16:10:00
ESP32_NODE_01,32.37,53.75,78,2026-05-31 16:20:00
ESP32_NODE_01,32.39,55.08,78,2026-05-31 16:30:00
ESP32_NODE_01,32.16,54.88,77,2026-05-31 16:40:00
ESP32_NODE_01,32.35,55.04,116,2026-05-31 16:50:00
ESP32_NODE_01,32.72,53.89,149,2026-05-31 17:00:00
ESP32_NODE_01,32.89,55.02,183,2026-05-31 17:10:00
ESP32_NODE_01,32.51,53.53,210,2026-05-31 17:20:00
ESP32_NODE_01,32.05,54.26,222,2026-05-31 17:30:00
ESP32_NODE_01,31.64,55.42,184,2026-05-31 17:40:00
ESP32_NODE_01,31.43,54.21,152,2026-05-31 17:50:00
ESP32_NODE_01,32.03,56.19,127,2026-05-31 18:00:00
ESP32_NODE_01,30.74,55.06,109,2026-05-31 18:10:00
ESP32_NODE_01,31.57,54.9,98,2026-05-31 18:20:00
ESP32_NODE_01,30.9,55.57,89,2026-05-31 18:30:00
ESP32_NODE_01,30.16,56.32,80,2026-05-31 18:40:00
ESP32_NODE_01,30.88,57.93,78,2026-05-31 18:50:00
ESP32_NODE_01,30.03,57.51,78,2026-05-31 19:00:00
ESP32_NODE_01,29.57,58.48,70,2026-05-31 19:10:00
ESP32_NODE_01,29.72,57.46,66,2026-05-31 19:20:00
ESP32_NODE_01,29.86,57.12,68,2026-05-31 19:30:00
ESP32_NODE_01,28.8,58.39,68,2026-05-31 19:40:00
ESP32_NODE_01,29.17,57.05,62,2026-05-31 19:50:00
ESP32_NODE_01,29.05,58.94,57,2026-05-31 20:00:00
ESP32_NODE_01,28.3,60.04,63,2026-05-31 20:10:00
ESP32_NODE_01,28.71,59.88,58,2026-05-31 20:20:00
ESP32_NODE_01,27.55,60.82,54,2026-05-31 20:30:00
ESP32_NODE_01,28.1,59.28,55,2026-05-31 20:40:00
ESP32_NODE_01,27.73,60.87,57,2026-05-31 20:50:00
ESP32_NODE_01,27.74,58.77,55,2026-05-31 21:00:00
ESP32_NODE_01,27.16,59.99,59,2026-05-31 21:10:00
ESP32_NODE_01,27.09,58.29,55,2026-05-31 21:20:00
ESP32_NODE_01,26.97,58.1,56,2026-05-31 21:30:00
ESP32_NODE_01,26.06,58.03,61,2026-05-31 21:40:00
ESP32_NODE_01,25.68,58.09,62,2026-05-31 21:50:00
ESP32_NODE_01,25.83,58.92,65,2026-05-31 22:00:00
ESP32_NODE_01,25.42,57.45,63,2026-05-31 22:10:00
ESP32_NODE_01,25.37,59.03,67,2026-05-31 22:20:00
ESP32_NODE_01,25.0,57.32,68,2026-05-31 22:30:00
ESP32_NODE_01,24.69,58.94,66,2026-05-31 22:40:00
ESP32_NODE_01,24.26,58.33,66,2026-05-31 22:50:00
ESP32_NODE_01,23.68,60.04,67,2026-05-31 23:00:00
ESP32_NODE_01,23.99,59.65,63,2026-05-31 23:10:00
ESP32_NODE_01,23.4,58.94,63,2026-05-31 23:20:00
ESP32_NODE_01,23.95,60.24,66,2026-05-31 23:30:00
ESP32_NODE_01,23.48,62.37,69,2026-05-31 23:40:00
ESP32_NODE_01,23.79,60.92,65,2026-05-31 23:50:00
ESP32_NODE_01,23.29,60.48,66,2026-06-01 00:00:00
ESP32_NODE_01,22.65,61.02,69,2026-06-01 00:10:00
ESP32_NODE_01,23.06,62.4,67,2026-06-01 00:20:00
ESP32_NODE_01,22.1,60.6,66,2026-06-01 00:30:00
ESP32_NODE_01,21.76,60.87,66,2026-06-01 00:40:00
ESP32_NODE_01,22.56,60.46,67,2026-06-01 00:50:00
ESP32_NODE_01,22.5,58.99,68,2026-06-01 01:00:00
ESP32_NODE_01,21.5,58.06,64,2026-06-01 01:10:00
ESP32_NODE_01,21.3,59.68,64,2026-06-01 01:20:00
ESP32_NODE_01,21.51,59.49,65,2026-06-01 01:30:00
ESP32_NODE_01,21.54,60.6,62,2026-06-01 01:40:00
ESP32_NODE_01,21.78,61.21,63,2026-06-01 01:50:00
ESP32_NODE_01,21.29,62.19,61,2026-06-01 02:00:00
ESP32_NODE_01,21.68,61.5,56,2026-06-01 02:10:00
ESP32_NODE_01,21.59,62.04,59,2026-06-01 02:20:00
ESP32_NODE_01,21.39,60.95,63,2026-06-01 02:30:00
ESP32_NODE_01,21.41,61.86,62,2026-06-01 02:40:00
ESP32_NODE_01,21.06,60.42,60,2026-06-01 02:50:00
ESP32_NODE_01,21.42,62.7,61,2026-06-01 03:00:00
ESP32_NODE_01,21.54,62.11,96,2026-06-01 03:10:00
ESP32_NODE_01,20.99,60.77,116,2026-06-01 03:20:00
ESP32_NODE_01,21.59,63.0,163,2026-06-01 03:30:00
ESP32_NODE_01,21.2,63.25,170,2026-06-01 03:40:00
ESP32_NODE_01,21.84,63.81,193,2026-06-01 03:50:00
ESP32_NODE_01,20.95,65.16,158,2026-06-01 04:00:00
ESP32_NODE_01,22.08,63.1,132,2026-06-01 04:10:00
ESP32_NODE_01,21.9,63.25,110,2026-06-01 04:20:00
ESP32_NODE_01,21.83,63.66,93,2026-06-01 04:30:00
ESP32_NODE_01,22.35,62.15,81,2026-06-01 04:40:00
ESP32_NODE_01,21.46,61.13,78,2026-06-01 04:50:00
ESP32_NODE_01,22.33,62.26,71,2026-06-01 05:00:00
ESP32_NODE_01,21.89,60.56,72,2026-06-01 05:10:00
ESP32_NODE_01,21.93,60.34,67,2026-06-01 05:20:00
ESP32_NODE_01,22.7,61.03,60,2026-06-01 05:30:00
ESP32_NODE_01,22.27,60.43,64,2026-06-01 05:40:00
ESP32_NODE_01,22.61,60.3,64,2026-06-01 05:50:00
ESP32_NODE_01,22.53,60.79,67,2026-06-01 06:00:00
ESP32_NODE_01,23.05,60.75,65,2026-06-01 06:10:00
ESP32_NODE_01,23.08,60.0,66,2026-06-01 06:20:00
ESP32_NODE_01,23.81,58.55,65,2026-06-01 06:30:00
ESP32_NODE_01,24.39,59.26,67,2026-06-01 06:40:00
ESP32_NODE_01,24.42,59.17,69,2026-06-01 06:50:00
ESP32_NODE_01,24.23,60.98,63,2026-06-01 07:00:00
ESP32_NODE_01,24.98,61.75,66,2026-06-01 07:10:00
ESP32_NODE_01,25.09,62.25,61,2026-06-01 07:20:00
ESP32_NODE_01,25.28,60.63,65,2026-06-01 07:30:00
ESP32_NODE_01,25.58,59.03,69,2026-06-01 07:40:00
ESP32_NODE_01,25.38,61.18,70,2026-06-01 07:50:00
ESP32_NODE_01,25.42,62.65,63,2026-06-01 08:00:00
ESP32_NODE_01,25.83,61.81,60,2026-06-01 08:10:00
ESP32_NODE_01,26.18,62.95,61,2026-06-01 08:20:00
ESP32_NODE_01,26.51,62.06,57,2026-06-01 08:30:00
ESP32_NODE_01,26.85,62.62,62,2026-06-01 08:40:00
ESP32_NODE_01,27.08,60.44,62,2026-06-01 08:50:00
ESP32_NODE_01,27.08,59.83,61,2026-06-01 09:00:00
ESP32_NODE_01,27.66,57.75,58,2026-06-01 09:10:00
ESP32_NODE_01,27.92,58.57,62,2026-06-01 09:20:00
ESP32_NODE_01,27.85,57.45,66,2026-06-01 09:30:00
ESP32_NODE_01,28.79,55.52,62,2026-06-01 09:40:00
ESP32_NODE_01,28.31,55.82,58,2026-06-01 09:50:00
ESP32_NODE_01,29.27,54.53,58,2026-06-01 10:00:00
ESP32_NODE_01,29.47,53.96,60,2026-06-01 10:10:00
ESP32_NODE_01,28.95,53.29,62,2026-06-01 10:20:00
ESP32_NODE_01,29.88,55.24,62,2026-06-01 10:30:00
ESP32_NODE_01,29.4,54.73,58,2026-06-01 10:40:00
ESP32_NODE_01,30.46,56.44,55,2026-06-01 10:50:00
ESP32_NODE_01,30.67,57.71,56,2026-06-01 11:00:00
ESP32_NODE_01,31.0,58.21,60,2026-06-01 11:10:00
ESP32_NODE_01,30.72,58.39,55,2026-06-01 11:20:00
ESP32_NODE_01,30.77,58.38,60,2026-06-01 11:30:00
ESP32_NODE_01,31.24,57.33,64,2026-06-01 11:40:00
ESP32_NODE_01,31.63,57.75,62,2026-06-01 11:50:00
ESP32_NODE_01,31.11,57.7,65,2026-06-01 12:00:00
ESP32_NODE_01,31.88,57.99,63,2026-06-01 12:10:00
ESP32_NODE_01,31.3,58.72,57,2026-06-01 12:20:00
ESP32_NODE_01,32.53,58.66,53,2026-06-01 12:30:00
ESP32_NODE_01,31.89,59.31,59,2026-06-01 12:40:00
ESP32_NODE_01,32.51,58.27,58,2026-06-01 12:50:00
ESP32_NODE_01,32.18,57.59,62,2026-06-01 13:00:00
ESP32_NODE_01,32.48,55.53,63,2026-06-01 13:10:00
ESP32_NODE_01,33.13,54.78,63,2026-06-01 13:20:00
ESP32_NODE_01,32.58,53.15,67,2026-06-01 13:30:00
ESP32_NODE_01,33.09,54.71,68,2026-06-01 13:40:00
ESP32_NODE_01,33.47,53.74,68,2026-06-01 13:50:00
ESP32_NODE_01,33.55,54.94,67,2026-06-01 14:00:00
ESP32_NODE_01,33.33,55.48,67,2026-06-01 14:10:00
ESP32_NODE_01,33.79,54.2,64,2026-06-01 14:20:00
ESP32_NODE_01,32.67,55.04,60,2026-06-01 14:30:00
ESP32_NODE_01,33.53,53.71,63,2026-06-01 14:40:00
ESP32_NODE_01,33.76,54.35,66,2026-06-01 14:50:00
ESP32_NODE_01,33.69,55.72,60,2026-06-01 15:00:00
ESP32_NODE_01,32.83,54.52,63,2026-06-01 15:10:00
ESP32_NODE_01,32.88,55.17,58,2026-06-01 15:20:00
ESP32_NODE_01,33.06,55.97,61,2026-06-01 15:30:00
ESP32_NODE_01,32.99,54.72,65,2026-06-01 15:40:00
ESP32_NODE_01,33.11,56.06,68,2026-06-01 15:50:00
ESP32_NODE_01,32.56,57.36,70,2026-06-01 16:00:00
ESP32_NODE_01,32.86,56.07,71,2026-06-01 16:10:00
ESP32_NODE_01,32.49,54.62,69,2026-06-01 16:20:00
ESP32_NODE_01,33.32,54.32,69,2026-06-01 16:30:00
ESP32_NODE_01,33.06,54.21,63,2026-06-01 16:40:00
